LogS,Temperature (K),Drug,Solvent_1,Solvent_2,SMILES_1,SMILES_2,comp_1,comp_2
1.0592,313.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,40.4682,59.5318
1.1211,318.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,40.4682,59.5318
1.1664,323.15,Clozapine,Toluene,Acetone,C=1C=CC(=CC1)C,O=C(C)C,59.5318,40.4682
0.8958,293.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,51.406,48.594
0.9428,298.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,51.406,48.594
0.9958,303.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,51.406,48.594
1.039,308.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,51.406,48.594
1.1035,313.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,51.406,48.594
1.1557,318.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,51.406,48.594
1.2039,323.15,Clozapine,Toluene,Acetone,C=1C=CC(=CC1)C,O=C(C)C,48.594,51.406
0.9225,293.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,61.3608,38.6392
0.9748,298.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,61.3608,38.6392
1.0234,303.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,61.3608,38.6392
1.0769,308.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,61.3608,38.6392
1.1264,313.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,61.3608,38.6392
1.1863,318.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,61.3608,38.6392
1.2301,323.15,Clozapine,Toluene,Acetone,C=1C=CC(=CC1)C,O=C(C)C,38.6392,61.3608
0.9291,293.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,70.3813,29.6187
0.9925,298.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,70.3813,29.6187
1.0296,303.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,70.3813,29.6187
1.0902,308.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,70.3813,29.6187
1.1321,313.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,70.3813,29.6187
1.1854,318.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,70.3813,29.6187
1.2302,323.15,Clozapine,Toluene,Acetone,C=1C=CC(=CC1)C,O=C(C)C,29.6187,70.3813
0.9254,293.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,78.7598,21.2402
0.979,298.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,78.7598,21.2402
0.9998,303.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,78.7598,21.2402
1.0643,308.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,78.7598,21.2402
1.1274,313.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,78.7598,21.2402
1.1897,318.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,78.7598,21.2402
1.2408,323.15,Clozapine,Toluene,Acetone,C=1C=CC(=CC1)C,O=C(C)C,21.2402,78.7598
0.9043,293.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,86.4212,13.5788
0.9558,298.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,86.4212,13.5788
0.9901,303.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,86.4212,13.5788
1.0527,308.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,86.4212,13.5788
1.1091,313.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,86.4212,13.5788
1.1702,318.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,86.4212,13.5788
1.2025,323.15,Clozapine,Toluene,Acetone,C=1C=CC(=CC1)C,O=C(C)C,13.5788,86.4212
0.8699,293.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,93.4263,6.5737
0.9251,298.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,93.4263,6.5737
0.9449,303.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,93.4263,6.5737
1.0155,308.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,93.4263,6.5737
1.0775,313.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,93.4263,6.5737
1.1284,318.15,Clozapine,Acetone,Toluene,O=C(C)C,C=1C=CC(=CC1)C,93.4263,6.5737
1.1342,323.15,Clozapine,Toluene,Acetone,C=1C=CC(=CC1)C,O=C(C)C,6.5737,93.4263
-3.2597,278.15,Clozapine,2-Propanol,Water,OC(C)C,O,0,100
-3.1106,283.15,Clozapine,2-Propanol,Water,OC(C)C,O,0,100
-2.9748,288.15,Clozapine,2-Propanol,Water,OC(C)C,O,0,100
-2.8351,293.15,Clozapine,2-Propanol,Water,OC(C)C,O,0,100
-2.7128,298.15,Clozapine,2-Propanol,Water,OC(C)C,O,0,100
-2.5811,303.15,Clozapine,2-Propanol,Water,OC(C)C,O,0,100
-2.4632,308.15,Clozapine,2-Propanol,Water,OC(C)C,O,0,100
-2.3456,313.15,Clozapine,2-Propanol,Water,OC(C)C,O,0,100
-2.2373,318.15,Clozapine,2-Propanol,Water,OC(C)C,O,0,100
-2.1203,323.15,Clozapine,2-Propanol,Water,OC(C)C,O,0,100
-2.016,328.15,Clozapine,2-Propanol,Water,OC(C)C,O,0,100
-1.9167,333.15,Clozapine,Dimethyl sulfoxide,Water,O=S(C)C,O,0,100
